Vmag,Plx,B-V,MagA,Clase
8.58,2.95,1.302,15.92911,1.0
9.65,1.48,0.341,15.501308,1.0
9.37,1.57,0.28,15.349499,0.0
4.59,7.52,-0.073,13.971089,0.0
9.14,14.22,0.651,19.9045,0.0
8.77,3.84,-0.03,16.691658,0.0
7.22,2.75,1.241,14.416664,1.0
6.07,-0.27,1.718,8.226819,1.0
7.17,7.4,0.037,16.51616,0.0
8.81,8.69,0.435,18.5051,0.0
7.93,2.07,-0.054,14.509851,1.0
7.91,6.44,0.546,16.95443,0.0
9.32,2.6,1.453,16.394867,1.0
8.05,4.47,0.14,16.301537,0.0
7.71,5.23,1.163,16.30251,1.0
10.22,4.18,0.921,18.325882,1.0
5.7,5.35,0.067,14.341768,0.0
6.62,7.54,-0.027,16.006855,0.0
6.64,8.94,0.077,16.396688,0.0
8.79,7.79,0.88,18.247688,0.0
7.43,5.65,1.212,16.190243,1.0
9.29,1.83,0.034,15.602256,0.0
7.44,19.19,0.735,18.855375,0.0
8.36,2.18,0.969,15.052282,1.0
8.61,2.97,1.064,15.973782,1.0
8.72,0.76,0.909,13.124068,1.0
9.29,3.99,0.427,17.294865,0.0
8.79,1.91,1.057,15.195168,1.0
9.35,1.82,0.899,15.650357,1.0
8.05,4.44,0.98,16.286915,1.0
5.68,2.06,-0.178,12.249336,0.0
5.71,19.62,0.363,17.173494,0.0
8.39,2.96,1.131,15.746459,1.0
8.2,1.07,1.325,13.346918,1.0
8.69,0.06,-0.036,7.580756,0.0
8.12,2.15,2.53,14.782192,1.0
8.15,9.81,0.404,18.108345,0.0
8.11,14.56,0.556,18.925806,0.0
7.04,2.94,1.431,14.381737,1.0
8.91,4.33,0.315,17.09244,0.0
7.73,3.65,1.114,15.541464,1.0
6.61,38.92,0.657,19.560863,0.0
5.72,46.24,0.511,19.04509,0.0
8.37,1.66,1.315,14.47054,1.0
8.43,6.95,0.945,17.639923,1.0
9.49,12.59,0.56,19.990128,0.0
8.82,20.74,0.685,20.404043,0.0
6.09,9.63,1.052,16.008133,1.0
4.44,49.67,0.342,17.920471,0.0
7.43,3.92,1.592,15.39643,1.0
8.9,1.75,1.306,15.1151905,1.0
9.13,2.24,0.456,15.88124,0.0
8.48,6.28,0.474,17.469799,0.0
8.48,11.58,0.473,18.798542,0.0
8.14,8.25,0.515,17.722271,0.0
8.52,2.06,1.274,15.089336,1.0
6.04,7.95,-0.033,15.541836,0.0
9.95,1.19,1.072,15.327735,1.0
7.02,6.51,0.393,16.087906,1.0
8.52,1.25,1.678,14.004551,1.0
6.83,3.57,0.998,14.593341,1.0
5.21,8.63,1.525,14.890054,1.0
8.5,4.25,0.49,16.641945,0.0
7.22,3.02,1.519,14.620035,1.0
8.43,1.3,0.979,13.999717,1.0
6.78,2.73,-0.051,13.9608135,0.0
9.69,2.11,0.414,16.311413,0.0
9.34,3.74,1.105,17.20436,1.0
10.07,4.19,0.271,18.18107,0.0
8.96,7.52,0.405,18.34109,0.0
8.23,0.28,-0.15,10.46579,0.0
8.01,3.25,0.011,15.569417,0.0
5.3,20.81,0.17,16.891361,0.0
7.64,3.16,0.995,15.138435,1.0
6.14,23.57,0.891,18.001799,0.0
5.42,8.02,1.419,14.940872,1.0
9.74,0.24,0.136,11.641056,0.0
5.96,79.8,0.869,20.470013,0.0
9.14,0.97,0.07,14.073859,0.0
6.68,6.95,1.051,15.889923,1.0
8.3,3.04,1.244,15.714368,1.0
7.99,4.57,0.03,16.289581,1.0
8.52,4.14,1.036,16.605003,1.0
9.38,11.43,0.57,19.67023,0.0
5.04,21.17,0.902,16.668604,1.0
7.97,2.23,0.919,14.711524,1.0
9.05,3.5,0.546,16.77034,0.0
9.26,2.35,-0.09,16.11534,1.0
9.46,2.79,0.079,16.68802,0.0
6.03,9.75,0.366,15.975023,0.0
8.82,11.24,0.576,19.073832,0.0
8.69,2.63,1.066,15.789778,1.0
8.53,0.3,1.315,10.9156065,1.0
7.1,0.85,0.188,11.747095,0.0
8.96,2.15,1.203,15.622192,0.0
6.53,1.39,1.574,12.245074,1.0
9.05,-0.31,1.503,11.506808,1.0
8.13,4.04,0.299,16.161907,0.0
9.04,17.12,0.7,20.20752,0.0
7.38,2.98,0.059,14.751081,1.0
8.98,3.66,1.005,16.797405,1.0
8.72,5.36,0.346,17.365826,0.0
5.37,6.54,1.339,14.447888,1.0
9.63,12.98,0.668,20.196373,0.0
8.01,2.7,0.006,15.16682,0.0
9.4,8.62,0.473,19.077536,0.0
5.53,6.75,-0.114,14.676519,0.0
8.2,4.43,1.132,16.432018,1.0
8.76,0.47,1.618,12.120489,1.0
9.84,2.46,1.109,16.794676,0.0
8.81,1.6,0.1,14.830601,1.0
8.94,4.01,1.108,16.955723,1.0
8.39,3.57,1.298,16.153341,1.0
8.99,14.6,0.674,19.811764,0.0
6.31,9.24,0.329,16.13836,1.0
7.19,22.91,0.573,18.990126,0.0
8.54,43.91,1.05,21.752815,0.0
9.08,6.35,0.44,18.093868,0.0
8.19,3.97,1.216,16.183952,1.0
7.27,3.51,-0.145,14.996536,0.0
5.9,10.48,1.04,16.001806,1.0
7.0,5.53,1.003,15.713626,1.0
9.31,3.71,1.047,17.15687,1.0
6.3,5.35,1.068,14.941769,1.0
8.0,2.02,1.108,14.526756,1.0
8.79,5.13,0.325,17.340588,0.0
7.57,5.6,0.921,16.31094,0.0
8.72,2.68,0.223,15.860674,0.0
5.7,20.56,0.374,17.265114,0.0
5.4,6.53,-0.005,14.4745655,0.0
7.37,6.11,1.246,16.300205,1.0
8.01,2.89,0.912,15.314489,0.0
6.85,0.93,1.108,11.692415,1.0
7.96,1.29,1.218,13.512949,1.0
9.08,0.95,1.506,13.968618,1.0
6.21,9.97,-0.012,16.203476,0.0
8.01,1.44,-0.078,13.801813,1.0
9.31,8.0,0.608,18.82545,0.0
8.72,16.86,0.715,19.85429,0.0
8.01,3.73,1.421,15.868545,1.0
8.22,3.47,1.05,15.921648,1.0
7.65,3.75,1.396,15.520157,1.0
8.11,15.93,0.524,19.121078,0.0
6.11,6.24,0.097,15.085924,0.0
8.19,5.15,0.176,16.749035,0.0
7.72,3.5,1.245,15.44034,1.0
5.06,10.87,0.867,15.241148,1.0
8.57,7.25,1.352,17.871689,1.0
9.39,11.99,0.77,19.784096,0.0
8.21,3.29,1.023,15.7959795,1.0
5.66,4.29,-0.113,13.822287,0.0
8.5,53.0,1.115,22.12138,0.0
8.89,5.86,0.47,17.729488,0.0
7.91,21.09,0.534,19.530384,0.0
7.56,7.49,0.099,16.93241,0.0
8.91,1.04,1.097,13.995167,1.0
9.56,1.66,0.28,15.660541,0.0
8.72,7.67,0.612,18.143978,0.0
9.02,7.62,1.16,18.429775,1.0
8.74,2.9,1.188,16.05199,1.0
7.59,6.83,0.352,16.762104,0.0
9.32,2.5,1.06,16.3097,1.0
8.83,0.13,0.442,9.399716,1.0
8.04,3.87,1.037,15.978555,1.0
7.99,7.41,0.459,17.33909,1.0
7.45,18.01,0.506,18.72757,0.0
9.4,2.39,1.428,16.291988,0.0
9.54,5.68,0.495,18.31174,0.0
6.33,4.53,-0.077,14.610491,1.0
7.57,1.24,1.491,13.037109,1.0
9.02,3.51,0.41,16.746536,0.0
9.15,21.59,0.78,20.821262,0.0
7.21,4.56,1.067,15.504825,1.0
7.95,5.33,1.124,16.583637,1.0
9.17,8.49,0.574,18.814537,0.0
7.14,5.71,1.017,15.92318,1.0
6.32,3.8,0.057,14.218918,0.0
9.1,5.53,0.673,17.813625,0.0
9.39,3.33,0.52,17.002222,1.0
9.64,3.52,0.243,17.372713,1.0
8.84,16.66,0.62,19.948376,0.0
7.58,11.07,0.451,17.800737,0.0
8.99,4.3,0.487,17.157341,0.0
6.15,5.76,1.365,14.952112,1.0
8.94,3.08,0.934,16.382753,1.0
8.03,4.39,0.226,16.242321,1.0
8.37,3.97,0.31,16.363953,0.0
9.5,1.75,1.082,15.715191,1.0
9.02,2.67,0.0,16.152557,0.0
6.67,6.92,0.057,15.87053,0.0
8.3,10.7,0.498,18.446918,0.0
7.36,2.5,1.35,14.349701,1.0
8.11,1.59,1.472,14.116985,1.0
9.46,4.77,0.944,17.852592,1.0
9.45,4.4,0.434,17.667263,0.0
9.17,2.44,1.205,16.106949,1.0
7.8,12.27,0.546,18.244223,0.0
7.52,0.09,1.53,7.291212,1.0
5.27,11.18,0.981,15.512209,1.0
9.69,9.6,0.596,19.601357,0.0
7.39,5.17,1.077,15.957453,1.0
6.52,6.14,-0.08,15.460842,0.0
4.33,167.08,0.855,20.444622,1.0
8.47,9.85,0.687,18.437183,0.0
8.93,19.47,0.685,20.37683,0.0
8.55,8.97,0.633,18.313961,0.0
7.81,4.86,0.942,16.243181,1.0
6.76,3.3,1.591,14.35257,1.0
8.97,2.12,1.043,15.60168,1.0
8.85,1.82,1.58,15.150357,1.0
8.04,5.01,0.349,16.539188,0.0
8.7,2.72,0.965,15.872845,1.0
6.25,5.95,0.038,15.122584,0.0
5.61,8.82,0.137,15.337343,1.0
6.74,7.67,0.993,16.163977,0.0
8.23,6.16,0.445,17.177902,0.0
5.71,13.75,0.327,16.401514,1.0
8.4,1.28,1.432,13.936049,1.0
7.04,3.86,1.28,14.972937,1.0
8.23,3.88,1.06,16.174158,1.0
6.4,10.87,0.127,16.581148,0.0
6.2,2.26,-0.137,12.970542,0.0
5.56,8.6,0.915,15.232492,1.0
6.83,4.52,-0.053,15.105692,0.0
8.76,12.72,0.494,19.282434,1.0
4.63,10.12,1.185,14.655902,1.0
8.0,11.28,0.47,18.261545,0.0
9.44,8.4,0.87,19.061396,0.0
5.71,11.3,0.874,15.975392,1.0
8.69,5.71,0.851,17.473179,0.0
8.56,69.43,1.275,22.767735,0.0
6.78,7.31,1.11,16.099586,1.0
7.38,1.5,0.126,13.260456,0.0
8.5,11.89,0.555,18.87591,0.0
8.38,3.68,0.344,16.20924,0.0
7.94,6.05,-0.019,16.848778,0.0
8.59,14.02,0.686,19.32374,0.0
7.43,4.22,1.216,15.556562,1.0
7.45,9.69,1.199,17.381618,1.0
5.53,82.51,0.641,20.112534,0.0
8.72,12.36,0.569,19.180092,0.0
7.52,2.28,1.57,14.309674,1.0
8.58,3.69,0.423,16.41513,0.0
8.15,3.71,1.003,15.996869,1.0
5.92,4.93,1.104,14.384234,1.0
9.1,39.11,1.103,22.06144,0.0
8.35,4.21,0.109,16.47141,0.0
9.48,2.51,0.459,16.478367,0.0
5.49,10.51,0.87,15.598013,1.0
8.54,17.39,0.654,19.741497,0.0
8.9,3.73,1.15,16.758545,1.0
7.97,2.68,0.268,15.110674,0.0
6.83,19.49,0.553,18.27906,0.0
7.89,-1.01,-0.034,12.911606,1.0
9.7,3.58,1.5,17.469416,1.0
9.09,2.47,0.999,16.053486,1.0
7.33,2.49,0.895,14.310997,1.0
7.84,1.93,-0.028,14.267786,0.0
6.75,5.43,1.29,15.424,1.0
4.22,4.73,1.087,12.594305,1.0
8.0,2.53,0.755,15.015602,0.0
8.15,1.67,1.317,14.263582,1.0
8.17,4.47,0.412,16.421537,0.0
6.55,6.65,1.383,15.664108,1.0
7.75,2.24,1.472,14.50124,1.0
7.14,2.38,1.655,14.022884,1.0
6.07,7.28,1.036,15.380657,1.0
8.08,4.64,1.345,16.41259,1.0
6.7,3.4,1.363,14.357394,1.0
7.66,4.53,0.918,15.940491,0.0
8.7,4.9,0.326,17.15098,0.0
8.2,4.58,1.056,16.504328,1.0
7.5,3.59,-0.02,15.275473,0.0
7.7,17.28,0.544,18.887718,0.0
7.53,4.28,-0.129,15.68722,0.0
8.06,7.59,0.247,17.461208,1.0
7.04,6.63,-0.028,16.147568,0.0
8.32,2.54,0.005,15.344168,0.0
8.76,7.13,0.43,18.025448,0.0
7.97,-0.37,1.064,10.811008,0.0
8.81,4.94,0.157,17.278637,0.0
8.99,1.46,1.08,14.811764,0.0
9.17,3.06,1.129,16.598606,1.0
8.35,2.6,1.507,15.424867,1.0
8.89,1.51,1.001,14.784885,1.0
9.25,1.09,1.238,14.437132,1.0
8.15,3.29,1.019,15.735979,1.0
7.13,5.36,1.135,15.775825,1.0
8.84,2.34,0.996,15.686079,0.0
8.87,0.43,1.241,12.037342,1.0
5.75,33.71,0.639,18.388794,0.0
8.6,2.06,0.031,15.169336,0.0
9.12,3.79,0.58,17.013195,1.0
8.39,2.75,1.45,15.586664,1.0
8.82,1.77,1.437,15.059866,0.0
8.98,1.77,0.654,15.219866,0.0
7.41,1.55,1.319,13.361658,1.0
9.39,7.93,0.45,18.886366,0.0
6.82,9.25,0.181,16.65071,1.0
8.36,0.54,1.68,12.021969,1.0
7.8,2.75,1.128,14.996664,1.0
8.88,1.07,1.379,14.026918,1.0
7.37,2.57,0.36,14.419665,0.0
8.42,7.17,0.405,17.697596,0.0
8.41,3.85,0.171,16.337303,0.0
6.87,5.48,1.419,15.563903,1.0
6.33,10.67,0.023,16.470821,0.0
9.2,8.88,0.532,18.942064,0.0
6.41,1.05,-0.087,11.515946,0.0
8.28,11.66,0.417,18.613491,0.0
9.32,4.82,0.511,17.735235,0.0
6.18,5.81,0.986,15.000881,1.0
7.86,7.47,0.322,17.226603,1.0
8.8,3.98,1.47,16.799416,1.0
4.76,8.3,0.877,14.355391,1.0
8.54,1.26,-0.17,14.041853,0.0
8.11,0.65,1.595,12.174566,1.0
6.18,1.14,1.25,11.464523,1.0
7.82,0.96,1.655,12.731356,1.0
5.23,30.67,0.3,17.663568,0.0
6.87,1.79,-0.155,13.134265,1.0
8.41,1.71,1.959,14.57498,1.0
9.44,8.98,0.484,19.206383,0.0
6.09,7.41,0.02,15.439091,0.0
8.56,1.53,1.31,14.483458,1.0
8.86,3.28,0.998,16.43937,0.0
8.1,4.45,1.203,16.3418,1.0
8.17,3.18,1.092,15.682136,1.0
8.02,5.08,0.185,16.54932,1.0
8.9,2.49,1.032,15.880997,1.0
7.92,9.31,0.8,17.764748,0.0
7.28,0.74,1.726,11.626159,1.0
8.09,16.24,0.544,19.142931,0.0
8.55,1.0,0.1,13.55,0.0
9.81,7.09,0.622,19.063232,0.0
6.33,8.26,0.947,15.9149,1.0
9.79,3.96,0.53,17.778477,1.0
7.5,2.5,1.703,14.4897,1.0
8.06,5.27,0.158,16.669052,1.0
6.62,3.4,1.12,14.277394,1.0
9.31,7.36,0.642,18.64439,0.0
7.2,10.27,0.347,17.25785,0.0
7.73,-0.4,-0.042,10.740299,0.0
5.69,6.56,-0.037,14.774519,0.0
8.46,3.37,0.134,16.098148,0.0
5.68,2.93,1.275,13.014338,1.0
8.21,4.23,0.109,16.341702,0.0
4.08,37.85,0.163,16.97033,0.0
9.27,2.91,1.27,16.589466,1.0
7.59,3.04,0.231,15.004368,1.0
8.87,3.14,0.09,16.354649,0.0
9.86,0.83,1.117,14.45539,1.0
8.09,0.85,1.431,12.737095,1.0
7.3,3.87,1.19,15.238555,1.0
7.73,1.45,1.584,13.53684,1.0
7.86,8.99,0.398,17.6288,0.0
8.11,4.3,0.078,16.277342,0.0
7.9,9.57,0.466,17.80456,0.0
7.84,4.11,1.015,15.909209,1.0
7.06,3.79,-0.109,14.953196,0.0
7.95,1.42,0.067,13.711441,1.0
6.11,44.34,0.47,19.343979,0.0
7.59,2.94,-0.054,14.931737,0.0
8.77,4.47,0.403,17.021538,1.0
9.56,2.59,1.079,16.6265,1.0
8.4,3.24,1.04,15.952724,1.0
9.26,15.69,0.8,20.238115,0.0
9.12,1.42,0.016,14.881441,0.0
7.91,3.73,1.5,15.768544,1.0
6.73,15.67,0.31,17.705343,0.0
5.51,6.19,1.063,14.468453,1.0
8.44,1.51,1.3,14.334885,1.0
8.93,7.4,0.428,18.27616,0.0
7.97,3.81,1.272,15.874624,1.0
8.61,5.16,-0.046,17.173248,0.0
6.98,6.72,1.046,16.116846,1.0
9.0,2.25,1.205,15.760912,1.0
5.45,4.05,1.696,13.487275,0.0
6.01,26.72,0.427,18.144182,0.0
7.41,2.64,0.048,14.51802,0.0
7.17,-0.17,1.517,8.322245,1.0
7.01,2.58,0.153,14.068098,1.0
6.22,1.94,-0.194,12.659008,0.0
6.1,8.14,0.338,15.653122,1.0
8.97,2.93,1.154,16.304338,1.0
8.71,10.89,0.5,18.895138,0.0
5.76,10.17,0.051,15.796604,0.0
7.75,1.69,1.5,13.889433,1.0
7.91,2.56,1.537,14.9512,1.0
8.72,4.13,0.432,16.799751,0.0
5.94,5.08,1.533,14.469318,1.0
8.16,0.1,0.58,8.16,1.0
8.74,9.23,0.55,18.566008,0.0
8.02,2.33,0.997,14.85678,1.0
7.99,-0.09,1.5,7.7612123,1.0
8.87,5.45,0.097,17.551983,0.0
8.21,1.39,-0.008,13.925074,1.0
7.24,1.57,-0.038,13.219499,1.0
7.3,4.36,0.943,15.497433,1.0
8.19,0.38,0.161,11.088917,1.0
8.84,1.61,1.286,14.874129,1.0
8.71,6.98,0.4,17.929276,0.0
6.24,6.91,0.997,15.437389,1.0
8.99,2.31,0.34,15.80806,1.0
7.93,2.56,1.599,14.971199,1.0
6.63,19.73,0.569,18.105635,0.0
8.18,10.06,0.386,18.19299,0.0
8.91,0.45,1.107,12.176063,1.0
9.87,40.22,1.188,22.892212,0.0
8.49,10.28,0.729,18.549965,0.0
9.03,0.35,0.986,11.7503395,1.0
9.69,2.55,0.458,16.7227,0.0
5.57,20.77,0.52,17.157183,0.0
9.24,8.44,0.687,18.871712,0.0
8.44,2.97,0.291,15.8037815,0.0
6.71,3.96,1.526,14.698476,1.0
8.84,8.63,0.569,18.520054,0.0
7.05,2.82,-0.067,14.301246,0.0
9.3,7.08,0.673,18.550167,0.0
6.93,1.28,1.475,12.466049,1.0
8.45,2.08,-0.05,15.040316,1.0
7.02,2.03,-0.14,13.55748,0.0
5.88,9.76,1.093,15.827249,1.0
8.68,8.15,0.53,18.235788,0.0
7.57,2.34,-0.088,14.4160795,0.0
7.79,0.93,0.364,12.632415,1.0
4.36,1.06,-0.063,9.486529,1.0
7.91,0.94,0.759,12.775639,1.0
7.7,1.31,1.613,13.286356,1.0
9.52,20.92,0.925,21.122808,0.0
5.15,7.61,-0.007,14.556923,0.0
7.86,9.37,0.362,17.718699,1.0
5.07,44.69,0.575,18.321053,0.0
7.81,1.81,1.523,14.0983925,1.0
7.69,3.88,0.927,15.634159,0.0
7.78,4.53,1.302,16.060492,1.0
5.41,7.72,1.461,14.848086,1.0
7.49,4.57,1.334,15.78958,1.0
7.13,4.11,0.869,15.199209,1.0
9.44,29.37,1.029,21.77952,0.0
9.64,7.91,0.509,19.130882,0.0
5.9,8.88,1.099,15.642065,1.0
8.81,8.21,0.476,18.381716,0.0
8.89,8.03,0.666,18.413578,0.0
8.95,3.75,1.629,16.820156,1.0
8.98,8.67,0.62,18.670094,0.0
9.12,2.06,1.187,15.689336,1.0
9.07,8.1,0.827,18.612425,0.0
7.81,8.58,0.481,17.477436,0.0
7.28,3.45,0.996,14.969095,1.0
5.45,15.52,1.095,16.404457,1.0
6.29,8.21,-0.035,15.861715,0.0
6.45,2.45,-0.149,13.39583,0.0
8.75,6.97,0.461,17.966164,0.0
8.59,4.02,0.36,16.61113,0.0
7.83,4.49,1.099,16.091232,1.0
9.4,1.95,1.322,15.850173,1.0
8.98,13.9,0.597,19.695074,0.0
7.97,3.61,0.967,15.757536,1.0
9.25,7.8,0.523,18.710472,0.0
9.7,1.76,0.031,15.927564,0.0
9.0,5.08,0.248,17.52932,1.0
9.4,3.98,0.98,17.399414,1.0
6.19,9.84,0.07,16.154976,0.0
9.63,15.03,0.81,20.514795,0.0
7.04,2.47,-0.127,14.003485,0.0
8.27,3.79,0.927,16.163197,0.0
7.79,2.56,0.013,14.8312,0.0
8.15,4.34,-0.055,16.337448,0.0
6.34,1.77,-0.136,12.579866,0.0
9.79,18.98,0.93,21.18148,0.0
5.95,79.48,0.754,20.45129,0.0
8.49,1.51,1.139,14.384884,1.0
8.12,1.64,1.519,14.19422,1.0
9.11,4.31,0.863,17.282387,1.0
8.81,2.99,1.14,16.188356,0.0
8.4,2.1,1.142,15.011096,1.0
7.45,4.05,1.119,15.487275,1.0
9.21,5.47,0.5,17.899937,0.0
8.18,0.84,1.631,12.801397,1.0
5.56,5.48,1.51,14.253902,1.0
8.1,3.53,1.389,15.838874,1.0
9.06,1.66,1.035,15.160541,1.0
8.58,1.27,1.437,14.099018,1.0
8.29,1.48,1.472,14.141309,1.0
8.34,1.16,1.142,13.662291,1.0
5.04,2.63,1.488,12.139778,1.0
6.36,8.71,1.09,16.060091,1.0
8.47,4.32,0.099,16.647419,0.0
5.95,16.75,0.259,17.070072,0.0
5.23,70.98,0.602,19.48568,0.0
8.53,10.91,0.56,18.719124,0.0
9.37,-0.9,1.308,14.141212,1.0
4.91,22.46,0.404,16.66705,0.0
8.08,6.99,0.994,17.302385,0.0
7.8,-0.14,-0.08,8.530641,1.0
6.34,7.8,1.096,15.800473,1.0
9.01,2.6,1.062,16.084866,1.0
8.33,3.72,1.16,16.182714,1.0
8.3,4.33,1.077,16.48244,1.0
8.11,4.07,0.4,16.15797,1.0
7.45,7.28,0.317,16.760656,0.0
5.63,11.13,1.057,15.862476,1.0
6.58,18.23,0.298,17.883932,0.0
7.75,3.61,-0.062,15.537537,0.0
9.44,0.99,1.44,14.418176,1.0
8.34,7.44,0.446,17.697865,0.0
7.82,4.6,0.145,16.13379,1.0
8.29,4.81,1.165,16.700726,1.0
8.66,-0.14,1.179,9.39064,1.0
7.79,3.68,0.562,15.61924,0.0
7.91,2.67,0.868,15.042557,1.0
8.72,4.19,1.169,16.83107,1.0
6.9,4.71,1.248,15.265104,1.0
8.83,9.41,0.54,18.697948,0.0
8.59,1.18,1.587,13.94941,1.0
7.92,2.89,1.496,15.224489,1.0
8.13,5.99,1.264,17.017134,1.0
8.13,3.23,1.001,15.676012,1.0
6.52,7.28,1.146,15.830656,1.0
7.31,5.48,0.312,16.003902,1.0
8.52,2.22,1.232,15.251766,0.0
8.42,2.06,0.349,14.989336,1.0
8.88,3.95,0.782,16.862986,1.0
5.89,25.17,0.633,17.894415,0.0
8.4,1.15,1.365,13.703488,1.0
6.83,7.61,0.202,16.236923,0.0
7.39,2.72,1.795,14.562844,1.0
7.7,5.67,0.213,16.467915,0.0
8.32,9.71,0.592,18.256096,0.0
7.69,1.58,1.487,13.683285,1.0
9.1,-1.15,0.104,14.403489,0.0
7.94,4.02,1.34,15.96113,1.0
6.65,25.54,0.469,18.686104,0.0
9.39,1.02,-0.01,14.433001,0.0
8.33,19.2,0.594,19.746506,0.0
6.02,11.58,0.085,16.338543,0.0
8.8,5.27,0.621,17.409054,0.0
7.49,0.61,1.716,11.416649,1.0
7.05,3.72,1.606,14.902715,1.0
4.53,4.8,-0.136,12.936207,0.0
8.06,5.54,1.121,16.77755,0.0
9.94,2.21,1.594,16.66196,1.0
9.8,5.8,0.533,18.61714,0.0
8.6,7.87,0.436,18.079874,0.0
9.89,3.79,0.966,17.783195,1.0
8.68,1.48,0.401,14.531309,1.0
9.06,16.97,0.747,20.20841,0.0
8.19,9.22,0.352,18.013655,0.0
8.59,12.85,0.631,19.134516,0.0
8.29,2.94,0.068,15.631737,0.0
8.07,2.72,1.352,15.242844,1.0
4.36,7.31,-0.198,13.679586,0.0
8.4,7.52,0.842,17.78109,0.0
8.45,2.83,0.073,15.708932,0.0
9.25,4.46,0.518,17.496674,0.0
8.93,2.05,0.114,15.48877,0.0
9.66,5.62,0.324,18.408682,0.0
8.05,2.32,-0.04,14.8774395,1.0
4.41,8.88,1.434,14.152064,1.0
7.8,4.0,-0.039,15.810301,0.0
4.45,2.37,1.604,11.323742,1.0
6.14,7.03,1.461,15.374777,1.0
8.17,11.06,0.465,18.388775,0.0
8.96,3.99,1.273,16.964865,1.0
7.39,4.7,1.45,15.75049,1.0
7.42,0.7,1.557,11.645491,1.0
9.88,4.15,0.478,17.970242,0.0
7.55,3.44,1.082,15.232792,1.0
9.07,15.53,0.633,20.025856,0.0
8.99,1.36,0.66,14.657695,0.0
8.18,2.83,1.114,15.438932,1.0
9.34,-1.41,1.101,15.086096,0.0
5.56,5.77,1.637,14.365879,1.0
6.92,1.6,1.62,12.9406,1.0
9.25,3.09,1.233,16.699793,1.0
6.19,8.11,1.041,15.7351055,1.0
8.33,4.33,1.08,16.51244,1.0
8.63,5.74,0.483,17.42456,0.0
9.99,19.35,1.05,21.423405,0.0
6.54,8.61,0.877,16.215015,1.0
9.63,16.35,0.85,20.69759,0.0
6.7,5.31,0.927,15.325473,1.0
8.34,4.1,1.414,16.40392,1.0
8.64,4.65,1.186,16.977264,1.0
8.23,2.67,1.46,15.362556,1.0
8.65,12.6,0.539,19.151852,0.0
7.56,13.73,0.506,18.248352,0.0
7.62,1.5,1.472,13.500456,1.0
8.1,1.24,1.298,13.567109,1.0
7.09,6.18,1.563,16.044943,1.0
9.21,6.27,0.655,18.196339,0.0
7.98,13.36,0.521,18.609032,0.0
7.17,10.38,0.375,17.250986,0.0
9.73,7.46,0.506,19.093693,0.0
9.04,2.62,1.164,16.131508,1.0
6.33,4.82,1.238,14.745235,1.0
8.23,2.19,1.541,14.93222,1.0
8.34,9.46,0.583,18.219456,0.0
7.7,3.82,1.583,15.610317,1.0
6.75,3.89,1.177,14.699748,1.0
7.97,3.71,0.159,15.81687,0.0
8.4,2.65,1.189,15.51623,1.0
8.51,6.76,0.152,17.659733,0.0
2.97,7.82,-0.148,12.436034,1.0
9.23,1.37,1.068,14.913603,1.0
7.53,2.53,0.114,14.545603,0.0
6.57,5.0,1.226,15.06485,1.0
6.37,2.92,0.851,13.696914,1.0
8.08,5.11,1.282,16.622105,1.0
7.39,7.91,1.199,16.880882,1.0
7.4,10.14,0.552,17.43019,1.0
8.13,2.54,1.517,15.154169,1.0
8.89,13.85,0.659,19.59725,0.0
9.21,3.04,1.129,16.624367,1.0
8.85,1.38,-0.046,14.5493965,0.0
7.92,3.5,1.104,15.640341,1.0
8.88,3.33,1.104,16.492222,1.0
6.27,30.71,0.72,18.7064,0.0
6.28,9.41,0.114,16.14795,0.0
6.84,0.61,0.854,10.766649,1.0
7.94,2.62,0.103,15.0315075,0.0
6.32,13.94,0.439,17.041313,0.0
10.04,7.31,0.541,19.359587,0.0
7.71,1.99,1.171,14.204266,0.0
8.66,3.06,1.135,16.088608,1.0
8.32,3.17,-0.093,15.825296,0.0
9.41,3.29,0.464,16.99598,0.0
8.39,4.21,0.145,16.51141,0.0
7.85,2.27,1.257,14.630129,1.0
9.41,5.85,0.75,18.245779,0.0
9.81,8.32,0.577,19.410618,0.0
5.95,57.57,0.557,19.75098,0.0
6.11,11.75,0.994,16.46019,1.0
7.98,11.12,0.396,18.210524,0.0
5.59,37.78,0.445,18.47631,0.0
7.55,1.06,1.311,12.676529,1.0
7.29,3.09,-0.011,14.739793,0.0
8.89,1.89,1.1,15.272309,1.0
9.25,3.36,0.98,16.881697,1.0
5.97,2.89,0.953,13.274489,1.0
9.25,7.63,0.44,18.662622,0.0
8.1,5.67,0.407,16.867916,0.0
6.92,1.95,2.0,13.370173,1.0
9.6,-1.65,0.177,15.68742,1.0
8.53,3.66,-0.039,16.347404,0.0
9.12,1.81,0.995,15.408392,0.0
8.0,5.31,1.265,16.625473,1.0
7.87,3.44,0.958,15.552792,1.0
7.02,1.88,1.478,13.390789,1.0
6.71,1.12,-0.137,11.956091,0.0
7.06,4.29,1.037,15.222286,1.0
8.18,5.14,0.918,16.734816,0.0
8.07,3.44,1.335,15.752791,1.0
8.42,2.22,1.393,15.151766,1.0
7.99,3.39,0.983,15.640999,0.0
8.43,3.86,0.236,16.362938,0.0
8.48,3.69,0.453,16.315132,0.0
6.49,5.32,0.139,15.119558,0.0
8.36,6.22,0.341,17.328953,0.0
7.6,21.8,0.601,19.292284,1.0
